UNIQID	BY4743_log2_Fitness_Score_Rep1	BY4743_log2_Fitness_Score_Rep2	BY4743_log2_Fitness_Score_Rep3	BC187_log2_Fitness_Score_Rep1	BC187_log2_Fitness_Score_Rep2	BC187_log2_Fitness_Score_Rep3	DBVPG1373_log2_Fitness_Score_Rep1	DBVPG1373_log2_Fitness_Score_Rep2	DBVPG1373_log2_Fitness_Score_Rep3	YJM978_log2_Fitness_Score_Rep1	YJM978_log2_Fitness_Score_Rep2	YJM978_log2_Fitness_Score_Rep3	NCYC3290_log2_Fitness_Score_Rep1	NCYC3290_log2_Fitness_Score_Rep2	NCYC3290_log2_Fitness_Score_Rep3	Y12_log2_Fitness_Score_Rep1	Y12_log2_Fitness_Score_Rep2	Y12_log2_Fitness_Score_Rep3	YJM1389_log2_Fitness_Score_Rep1	YJM1389_log2_Fitness_Score_Rep2	YJM1389_log2_Fitness_Score_Rep3	YJM1592_log2_Fitness_Score_Rep1	YJM1592_log2_Fitness_Score_Rep2	YJM1592_log2_Fitness_Score_Rep3	YJM1273_log2_Fitness_Score_Rep1	YJM1273_log2_Fitness_Score_Rep2	YJM1273_log2_Fitness_Score_Rep3	YPS128_log2_Fitness_Score_Rep1	YPS128_log2_Fitness_Score_Rep2	YPS128_log2_Fitness_Score_Rep3	YPS163_log2_Fitness_Score_Rep1	YPS163_log2_Fitness_Score_Rep2	YPS163_log2_Fitness_Score_Rep3	YPS606_log2_Fitness_Score_Rep1	YPS606_log2_Fitness_Score_Rep2	Y2209_log2_Fitness_Score_Rep1	Y2209_log2_Fitness_Score_Rep2	Y2209_log2_Fitness_Score_Rep3	Y389_log2_Fitness_Score_Rep1	Y389_log2_Fitness_Score_Rep2	Y389_log2_Fitness_Score_Rep3	Y7568_log2_Fitness_Score_Rep1	Y7568_log2_Fitness_Score_Rep2	Y7568_log2_Fitness_Score_Rep3
YBR103W	0.00E+00	0.00E+00	0.00E+00	-0.773724	2.718818	-2.153805	-1	1.152003	-2	0.00E+00	0.00E+00	0.00E+00	-0.584963	0.874469	-4.209453	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-2.459432	0.411069	0.902703	1.878765	1.759209	0.321928	-0.392317	0.645717	0.00E+00	0.00E+00	0.00E+00	1.691878	-0.169925	1.662965
YBR169C	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-3.115477	-0.628031	-0.289507	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
YIL158W	-0.678072	-0.888969	-0.510195	-0.047306	0.459432	0.633218	0.00E+00	0.00E+00	0.00E+00	-0.469485	1.854149	-1.343954	-1.273018	0.040642	-0.887525	0.00E+00	0.00E+00	0.00E+00	-0.866733	-0.621488	-0.252766	1.82103	1.540568	-0.962525	0.00E+00	0.00E+00	0.00E+00	-1.083416	-0.089637	-0.038474	-0.356144	0	0.415037	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.415037	-0.274175	0.331206	-0.016679	0.472068	0.867896
YAL067C	0.245851	0.18619	0.265401	-0.625876	0.300509	-0.521285	0.247928	-0.430453	0.181026	-0.953541	0.346278	-0.439821	-0.237329	0.018262	0.198684	-0.226771	-0.203747	0.258734	0.259583	0.767166	0.389476	0.535881	0.455327	0.499052	-0.037153	0.043439	-1.487794	0.731183	-0.295685	0.035624	0.057063	0.131426	0.196006	0.63023	-0.078735	-0.156119	0.111031	-0.075288	0	0.278535	0.735297	-0.450166	-0.608575	-0.524336
YJL072C	-0.617913	-0.255257	0.158262	0.427993	1.114399	-0.212545	0.146592	0.242701	0.197807	-1.611435	0.78182	-0.112475	-0.9732	0.554312	1.050626	-0.186413	0.690316	2.321928	0.096215	1.336525	0.217357	2.156276	-0.474372	0.386468	1.612443	-0.174029	0.226771	-0.893085	-1.022368	-1.86507	-0.693897	0.391687	0.509014	1.165697	0.991655	0.52745	-0.222392	1.367732	-1.086157	0.154328	1.64689	0.346803	0.09818	-0.042644
YIL096C	-0.074255	-0.116864	0.4441	-0.039985	0.242237	-0.616025	-0.140752	-0.137119	0.00756	-0.876342	0.569499	-0.083096	-0.80838	-0.272372	-0.232493	-0.173829	-0.321928	-1.088729	-0.586538	0.027376	0.12956	0.862753	0.143154	0.254421	0.713188	-0.823122	-0.452127	0.465327	-0.689299	-0.171611	-0.931828	-0.200001	0.04142	0.011909	0.435839	0.521096	-0.211875	0.010589	-0.63124	0.812373	1.320016	0.440387	0.099811	-0.123328
YOR099W	0.149481	0	0.06201	-0.32389	0.296856	-0.392959	-0.119073	-0.145519	-0.06745	-1.31104	0.474486	-0.602665	-0.515328	-0.738802	0.241706	-0.090765	0.778973	-0.886343	-0.380763	0.417481	0.443919	0.744743	1.062061	0.534877	0.519671	-0.361228	-0.46307	0.180803	-0.713974	-0.087251	-0.503938	-0.021695	-0.126109	0.445805	0.731194	0.563318	0	0.385654	-0.677277	0.211055	0.950612	0.34645	0.153431	-0.034953
YML013W	0.452512	0.241008	0.691878	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.489385	0.27684	0.127379	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.074001	0.222392	0.884523	0.00E+00	0.00E+00	0.00E+00
YNL117W	0.00E+00	0.00E+00	0.00E+00	-0.485427	0.263034	-2.690316	-0.63743	0	0.807355	-2.974005	2.153805	-3.096862	-2.378512	1	0.289507	0.00E+00	0.00E+00	0.00E+00	-1.584963	-1	-0.222392	0.00E+00	0.00E+00	0.00E+00	2.415037	-1.440573	-2.115477	0.00E+00	0.00E+00	0.00E+00	-1.485427	0.956931	0.584963	2.25316	0.00E+00	0.906891	-1.392317	1.569366	-2.321928	1.273018	3.969626	0.621488	-0.485427	-2.087463
YDR165W	0.126912	-0.212153	-0.610588	-0.014427	1	0.227893	0.42711	0.15078	0.438573	-2.321928	0.584963	-1.959358	-0.077306	-0.090198	-0.38109	-1.475338	1.765535	-1.331206	-0.045443	-0.017074	-0.550197	1.606658	1.285402	-0.123148	1.148392	-0.056034	-3.567685	0.601082	-2.275634	-0.850519	-0.482782	0.186816	0.282035	0.030768	0.544196	0.094122	-0.528176	0.121306	-0.31271	0.624742	2.222392	-0.039528	-0.576192	-0.364411
YCR008W	-1.440573	-1.035624	-1.485427	-1.536053	1.716207	-2.196397	-1	1.917538	-1.459432	-4.336283	2.536053	-4.450033	-3.643856	-2.5025	-3.222392	0.00E+00	0.00E+00	0.00E+00	-1.273018	-0.70044	-3.906891	0.00E+00	0.00E+00	0.00E+00	1.925999	-0.847997	-5.129283	0.00E+00	0.00E+00	0.00E+00	-2.321928	0.423808	-0.716207	2.693733	0.795735	0.392317	-2.070389	-1.149941	-4.672425	-0.36257	2.108524	0.616671	0.192645	0.111031
YIL083C	0.485427	-1.099536	-0.963474	-0.285672	2.681824	-0.509949	0.111031	2.096463	1.241008	-2.567685	4.496426	-3.750771	-0.306661	2.954196	-0.215013	0	0.06413	2	1.611435	-0.293731	-1.63005	0.00E+00	0.00E+00	0.00E+00	2.378512	-0.331206	-3.169925	1.960829	1.530515	0.824558	-1.068172	0.723669	0.721699	0.00E+00	0.00E+00	0.867896	-0.683526	0.098915	-1.634716	0.241008	3.795859	0.724366	-0.621488	0.718229
YDR235W	0.584963	-1.584963	-2.115477	0.00E+00	0.00E+00	0.00E+00	1.378512	2.13245	0.63743	-5.78136	2.893085	-6.906891	-1.222392	-0.628031	-5.022368	0.00E+00	0.00E+00	0.00E+00	1.478047	0.222392	-1.906891	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-4	0.899071	0.893085	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.536053	-1.222392	1.925999
YOL144W	-0.011588	-0.305292	-0.398549	0.197262	0.54374	0.126757	0.186413	0.15277	0.168682	-1.49783	0.967334	-2.589861	0.217905	0.715271	0.645018	-0.566103	0.380031	0.606989	0.558967	0.342602	0.781654	1.237579	0.578536	0.086509	1.118644	0.172837	-3.528379	0.978196	0.017278	0.111893	-1.392317	-0.035624	0.285402	-0.191625	0.795735	0.272372	-0.295456	0.595268	-1.76275	0.246311	2.569532	0.339975	-0.490326	0.493539
YDL213C	-0.431339	-1.371094	-0.736966	0.045166	0.866998	-0.226771	-0.23644	-0.121562	-0.122857	-2.197301	1.543443	-1.801096	-1.13465	-0.259087	-0.163058	-1.316474	-0.241008	1.657112	0.257332	0.354843	-0.151206	2.165586	1.465664	-0.306103	1.604459	-0.759866	-4.611435	0.249172	-0.321928	0.37025	-2.244622	0.192645	0.559809	1.030768	1.991655	0.310701	-0.373043	0.318822	-2.491853	0.068172	3.017347	-0.200465	0.050041	0.530515
YHR177W	-0.462972	-1.439112	-0.736966	-0.937264	0.915388	-0.135655	-0.584963	0.956279	0.047829	-3.544321	2.573865	-3.661966	-1.088537	0.060754	-0.139725	0.673499	0.529253	1.547488	0.517848	0.536599	-0.478972	3.735325	-0.854802	-0.100402	2.952171	-0.505235	-7.554589	1.36347	-1.275634	-0.937112	-1.050626	-0.354843	0.604862	0.352696	2.795735	0.915111	0.384341	0.192645	-3.250543	0.482601	2.863019	-0.156726	-0.206451	0.270648
YOL031C	0.209453	-1.916477	-0.662965	-0.337035	1.485427	-0.222392	-0.979241	1.09586	-0.594744	-3.315776	2.208769	-2.956733	-1.065095	-0.343954	-1.321928	0.123575	2.225881	2.288245	0.248123	1.554905	-0.221746	2.292451	-0.045804	0.219966	2.696608	-1	-4.790077	1.270423	-0.289507	-0.09629	-1.892494	0.615031	1.467779	-0.495301	1.824304	0.485427	-0.175087	0.579782	-2.798366	0.123011	3.777123	0.320969	-0.351472	0.38882
YPL074W	-0.393011	-0.809178	-0.556393	-0.068172	-0.132755	-0.202308	0.521166	0.45873	0.376563	-1.476438	0.799701	-2.179324	-1.452512	0.119053	-0.079227	-0.074962	1.481869	1.547488	-0.203872	0.4975	0.271805	1.876989	0.016874	0.347923	3.228819	-1	-3.678072	2.264828	1.298341	0.787006	-1.662965	0.608809	0.514573	0.367803	2.228694	0.624491	-0.481533	-0.561879	-2.533432	-0.268196	2.334984	0.119582	-0.10188	-0.841935
YNL084C	-0.399803	-0.569366	-0.280108	-0.11036	0.517848	0.464886	-0.015597	0.211504	0.263034	-0.90092	1.026635	-1.051715	-0.134749	-0.149378	0.1686	-0.340229	1.140863	0.861803	-0.713696	0.324351	-0.244538	1.476099	-0.359816	0.315096	0.902445	-0.227601	-2.77444	0.00E+00	0.00E+00	0.00E+00	-1.793549	-1.31366	-0.353637	-0.009874	0.553534	-0.241818	0.658963	-0.059379	-1.171543	0.298658	1.971241	0.31999	0.109624	0.389212
YLR066W	-0.150679	-0.652939	-1.331844	0.117458	1.303069	0.263034	-0.406625	-0.311202	-1.383329	-1.716207	1.070389	-2.652077	-1.174926	0.404696	1.574694	-1.10806	-1.226509	0.657112	-0.070389	1.212994	-0.403356	1.816693	-0.079072	0.033683	1.611435	0.035189	-2.567685	2.567685	0.758992	0.646821	-1.447459	0.206029	-0.130061	0.00E+00	0.00E+00	0.158698	0.113211	0.536344	-1.349584	1.022368	2.099536	1.254317	0.161463	0.948285
YDR255C	-0.451696	-0.876265	0.304006	0	1.343542	-0.523247	0.076351	0.126141	0.982298	-2.180035	1.698173	-0.692457	-0.057881	1.206451	0.415037	0.348895	2.386058	0.959811	0.736966	1.495325	0.250323	1.667703	0.921526	1.33039	0.67423	-0.807355	-1.376563	0.40018	-1.310788	0.708234	-0.596458	0.230006	0.639002	0.668198	0.544196	0.98505	-0.097697	0.09921	-1.117039	0.103836	1.796467	0.061029	0.224706	-0.053242
YMR098C	-1	-3.369234	-2.321928	-2.467126	4.269461	-2.275858	2.666757	6.361066	2.286157	-8.055282	5.316766	-7.876517	3.225823	7.189825	1.269461	0.00E+00	0.00E+00	0.00E+00	6.282382	6.813444	4.174371	6.34493	-0.874469	0.267104	7.98982	1.960829	-2.228819	0.00E+00	0.00E+00	0.00E+00	-0.280108	4.123558	4.855428	5.409665	8.643731	1.297681	-0.442518	0.552372	-4.930737	1.874469	5.044394	2.086071	0.459432	1.26628
YML007C-A	-1.007342	-1.364997	-1.254071	0.286923	1.741467	-1.049007	0.39266	2.04889	1.31664	-2.529619	2.284615	-3.693698	0.941429	2.199796	0.518873	-0.017702	2.496702	3.996528	1.533259	2.397015	0.471804	2.721099	0.206451	-0.229371	3.308027	-0.139064	-3.403722	2.664483	0.076351	0.552541	-1.504792	0.708574	0.563682	0.497644	2.608966	1.150679	-0.010196	0.608046	-2.142958	1.486213	3.440906	0.750972	0.823749	0.810459
YNL307C	-0.736966	-0.369234	-0.074001	0	1.807355	-1.047306	0	0.115477	-0.874469	-2.375039	2.187627	-1.289507	-0.685891	1.115477	-1.121991	1.152003	-0.321928	-0.056584	-0.160465	1.527247	-0.065588	0.00E+00	0.00E+00	0.00E+00	1.857981	0.23816	-0.295456	0.00E+00	0.00E+00	0.00E+00	0.392317	0.70044	1.652077	0.00E+00	0.00E+00	1.70044	0.415037	1.584963	0.201634	2.039528	1.387023	0	1.70044	0.289507
YDL139C	0.149613	0.331768	0.196738	-0.009017	0.211128	-0.010595	0.238668	0.251539	0.021878	-1.26034	0.354917	-0.438121	-0.685532	-0.188445	-0.35973	0.616123	0.398549	0.312787	0.352881	1.060474	0.937536	0.843351	0.643856	0.650971	0.69972	0.282521	0.712064	0.437267	0.128786	0.222948	0.34196	0.353637	0.564181	0.153624	0.745611	0.338416	0.747373	0.444353	0.262113	0.353637	0.608614	0.302686	0.443769	-0.00453
YHR179W	0.297681	0.185867	0.464404	0.574694	0.185556	0.385193	-1.065888	-0.984733	-0.26039	-1.866733	-0.501305	-0.790208	-0.661415	0.14439	0.230613	-0.765535	-0.0199	-0.683328	0.465123	0.213134	-0.051139	0.874469	0.399171	0.379237	0.758579	-0.152003	-1.25634	0.320689	0.217905	0.514573	-0.321928	-0.167945	-0.532221	0.101157	1.032774	0.101695	0.175367	2.334154	-0.657287	0.231326	0.816554	0.184154	-0.00877	0.314434
YPR005C	0.373043	0.617427	0.715432	0.184425	0.754668	-0.041921	0.253883	0.135932	0.280108	-0.754543	0.09474	0.048156	-1.391856	0.250172	0.158698	0.345497	-0.495325	-0.20236	0.381194	0.089051	-0.152522	0.209336	-0.097122	0.055577	0.395692	0.184032	-1.479168	0.841697	0.511967	0.019673	-0.030861	0.007777	-0.215729	0.172787	0.299777	-0.271302	0.175367	0.448933	0.238067	0.102967	0.806626	0.018556	-0.029265	0.225355
YCL036W	-0.36257	-0.470891	0.189478	0.17897	0.88718	0.094948	0.00E+00	0.00E+00	0.00E+00	-0.943966	0.923379	0.170841	-1.257798	0.549339	1.419903	1.959358	-1.024662	-1.367371	0.351074	0.863365	0.275007	1.048363	-0.045804	-0.547488	0.957772	-0.127379	-0.514573	0.455499	0.076351	-0.292608	-0.824913	0.419539	0.550693	1.561282	0.518201	1.024112	0.164387	1.079227	-1.928447	-1.10188	0.467779	0.052151	-0.418829	-0.029344
YBR034C	-1.974005	-2.584963	-1.024662	-1.559427	-0.423808	0.070389	-0.469485	-0.269607	-0.584963	-2.78136	0.332575	-2.722466	0.00E+00	0.00E+00	0.00E+00	2.473931	-1.087463	-1.934905	-0.053439	-0.192645	1.402965	0.688798	1.415037	2.263034	1.528379	0.234465	-4.643856	-1.008665	0.042228	1.208108	-2.751321	-1.5025	0.514573	0.00E+00	0.00E+00	0.969626	1.033947	-0.285402	-3.714246	-2.321928	-1.084064	0	0	-2.670936
YGL057C	0.488101	0.402437	0.244419	0.206451	-0.24664	0.215729	0.00E+00	0.00E+00	0.00E+00	-0.436099	-0.367732	1.125531	0.12589	0.683043	0.908852	0.237864	0.775568	0.657112	-0.142019	-0.232173	0.490986	-0.190331	-1.540568	0.415037	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.81381	1.077207	0.6751	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.859822	-1.056584	0.184425	-0.357552	-0.31034	-0.403356
YKL100C	-1.490986	-1.410933	-1.584963	-0.76184	-1.765535	-0.526069	0.00E+00	0.00E+00	0.00E+00	-0.542149	0.446256	0.769387	-0.734106	0.95818	2.306661	1.415037	-0.174029	2.603341	-0.777608	-0.106915	-0.626185	1.722466	0.375039	0.89743	2.392317	0.545434	-1.881356	0.00E+00	0.00E+00	0.00E+00	1.067745	1.38109	1.182864	0.445805	2.643731	-0.408465	-1	-1.095759	-3.459432	-1.169925	-1.63743	-0.032421	-0.866733	0
YGR063C	0.160465	-0.061401	0.353637	0.876011	0.710493	1.472753	-0.10497	0.026967	-0.415037	-0.457473	-1.217905	1.155278	0.00E+00	0.00E+00	0.00E+00	1.415037	0.842459	-0.76184	0.525091	0.104337	1.415037	-0.72316	0.27208	0.381429	-1.6746	0.943416	-0.22741	-0.454032	0.812914	1.529253	1.096215	1.192645	-0.061401	-0.74684	-0.941231	0.963474	2.321928	-0.410632	1.30117	0.303392	0.678072	0.878321	0.804276	0.82415
YGR132C	-0.106915	0.34192	0.225767	0.155518	0.198904	1.034488	0.00E+00	0.00E+00	0.00E+00	-0.611435	-1.013547	-0.538866	-0.384823	-0.471869	-1.066832	-0.213779	-0.885064	0.649814	-0.212153	-0.273565	-0.217231	-1.095157	-0.282035	-0.309855	0.347099	0.33039	0.492114	-0.230298	0.681639	-0.687532	0.206451	0.251185	1.156119	1.097882	0.058769	-0.696931	1.929611	0.119053	1.067114	0.480482	0.554589	0.112475	-0.055282	0.263034
YMR112C	0.183293	0.204745	0.218772	0.188632	0.603666	0.314511	-0.465664	0.152735	-0.4441	0.190684	-0.758379	-0.849757	-0.648362	0.213038	0.191008	-1.453051	0.095578	-0.666956	0.327687	-0.587946	0.208947	0.223506	0.02435	0.391509	-0.292451	0.153951	0.242857	-1.429508	0.495325	0.321928	0.396798	0.248679	0.264263	0.073836	-0.289154	-0.208947	0.712019	0.081993	0.69534	0.186219	0.235955	0.364054	-0.02327	-0.046543
YGL233W	0.55687	0.354182	0.129283	0.00E+00	0.00E+00	0.00E+00	-0.117238	-0.032865	0.189825	0.00E+00	0.00E+00	0.00E+00	0.270089	-0.195016	-2.023333	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.514573	-1.874469	-0.415037	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.334419	0.893085	-0.415037	0.00E+00	0.00E+00	0.00E+00
YDL027C	2.807355	0.678072	0.678072	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.039528	-0.621488	-0.652077	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
YKL197C	0.00E+00	0.00E+00	0.00E+00	-0.347923	0.660514	0.799701	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.462343	2.359896	1.63941	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.061401	-0.070389	-1.096215	0.00E+00	0.00E+00	0.00E+00	-0.669851	-0.722466	-0.176878
YPL201C	0.122857	0.503695	0.447861	0.078657	0.012175	0.409644	0.453807	0.223158	0.135588	0.280652	-0.25048	0.385784	-0.127171	-0.767709	-0.454137	-0.234246	0.692818	0.074697	-0.200403	0.026767	0.015825	0.293047	-0.128324	-0.275634	-0.095816	0.200782	-0.098338	0.490051	0.418953	-0.159356	-0.005581	0.209847	0.342281	0.386911	0.341169	-0.165878	-0.055014	-0.396201	0.040358	-0.270089	-0.540568	-0.326651	0.298523	0.407878
YLR312C	0.042064	0.237864	0.027707	0.112768	-0.3614	-0.25634	-0.425808	-0.213595	-0.590676	0.590745	0.353016	0.640104	-0.609868	-0.980789	-0.653269	0	1.227667	0.734476	-0.30189	0.126448	0.546634	0.209453	0.142958	-0.094859	0.129635	0.495695	0.35591	-0.111893	0.712423	-0.23349	0.274016	0.424498	0.166725	0.668198	-0.941231	0.13852	0.012384	0.81263	0.029344	0.103505	0.222392	0.356144	-0.777608	-0.573735
YPL086C	0.394779	0.225138	0.473679	0.027631	0.343821	0.122336	-0.123111	-0.30527	-0.687532	-0.25285	-0.297905	0.768245	-1.641388	0.056216	-0.070389	-0.413967	-0.187959	0.114589	0.179108	0.570651	1.044007	0.189661	0.581619	0.309577	0.748338	-0.125896	0.197939	0.453366	0.577309	0.436592	-0.172077	0.091792	0.207595	0.910473	-0.085621	-0.276632	0.512359	-0.47592	-0.368867	-0.408392	0.213109	-0.080039	-0.399607	0.077755
YDR228C	-0.237039	0.231873	-0.088456	0.022937	0.152925	0.244935	-0.285561	0.075617	-0.473601	0.104899	-0.143949	-0.250677	-0.533874	-1.019194	0.020178	-0.330149	0.289187	-0.223941	-0.173536	-0.451284	-0.029049	0.692457	0.808802	0.581047	0.347923	0.099536	0.228493	0.075219	0.076149	0.621977	0.242977	0.400671	0.440066	0.10877	0.515147	0.469485	0.017487	-0.388142	0	0	-0.228397	0.242927	-0.159908	-0.120076
YOR070C	0.389042	0.069605	0.122172	0.405095	0.231873	0.149848	-0.256442	0.273648	-0.232291	0.035514	-0.250999	-0.173927	-1.771376	-0.129283	-1.673499	-0.765535	-0.536433	-0.271027	0.228624	0.23417	0.249359	0.232661	-0.423102	-0.138052	-0.031413	0.253932	-0.041942	0.059809	-0.923649	0.483322	0.054824	0.037233	0.314636	-0.508391	0.058769	-0.012384	-0.228571	-0.140415	0.346866	0.086588	0.20294	0.117997	0.783062	0.222392
YDL159W-A	0.399037	0.271484	0.217477	0.144705	0.111235	0.022111	0.253033	0.350114	0.453718	-0.028855	0.120166	-0.028345	-0.713172	-0.021695	-0.728404	-0.038994	-0.423808	-0.573865	0.223068	0.402371	0.787815	0.506185	-0.127513	0.239779	-0.36804	-0.301381	-0.893085	0.530515	-0.6746	-0.123631	0.361314	0.364411	0.5025	0.78976	0.008143	-0.523097	-0.104072	-0.660958	0.335486	0.329646	0.205319	0.056584	0.332382	0.244914
YDL175C	-0.11211	0.160077	0.460974	0.09271	0.178848	-0.018777	0	-0.05056	0.169925	0.061401	-0.606658	-0.537373	-0.636453	-0.789103	-0.66073	-0.984233	-0.7022	-0.263034	0.522678	0.222392	0.302699	0.365492	-0.176207	0.43338	-0.498027	-0.550814	-0.902025	0.238348	-1.118181	-0.209671	0.042125	0.185498	0.078179	0.506347	0.308128	0.279824	0.112348	-0.028569	-0.318682	0.656347	0.530515	-0.116814	-0.078657	0.204571
YGL117W	0.341369	0.536682	0.596995	-0.198226	0.615336	0.094859	0.00E+00	0.00E+00	0.00E+00	-0.387023	-0.166358	0.227069	-1.015213	-1.225016	-0.776104	-0.505235	-0.259087	-0.688056	0.078003	0.045804	1	-0.441838	-0.327886	1.074425	-0.415037	-0.748461	-0.957565	0.837447	0.389947	-0.423075	0.451107	-0.28102	0.85726	-0.554195	0.506228	-0.076351	0.138236	0.440573	0.294183	0.054966	0.140481	0.53952	0.83715	0.77259
YGR195W	0.450585	0.264862	0.210316	-0.057926	0.094595	-0.096608	-0.045877	-0.053055	-0.053396	-0.347099	0.175191	0.290838	-0.346176	-0.592528	-0.435769	-0.329018	0.413277	-0.031772	0.249458	0.749934	0.562443	0.274084	0.110867	0.075134	-0.476438	-0.226276	-0.327403	0.657858	0.302324	-0.126153	-0.071893	-0.586749	0.14702	0.012846	0.129158	0.341037	0.782941	0.687034	0.074001	-0.039528	-0.131912	0.406854	0.229026	0.343566
YOR059C	0.459432	-0.415037	0.137504	0.836501	0.174498	-0.657894	0.00E+00	0.00E+00	0.00E+00	-1.201634	-1.667425	-0.067114	0.00E+00	0.00E+00	0.00E+00	-1.802554	-1.874469	1.027481	-0.159199	0.198546	1.27684	0.825971	0.128324	-0.328054	0.00E+00	0.00E+00	0.00E+00	0.572184	0.148392	0.018777	0.00E+00	0.00E+00	0.00E+00	-0.039622	-0.246086	0.199309	0.030057	0.195551	1.854149	0.496676	0.448985	0.14055	0.440573	-0.030246
YNR038W	0.298658	0.872765	0.449526	0.63743	0.370368	-0.610053	0.00E+00	0.00E+00	0.00E+00	-1	-1.387023	-1.289507	-2.650254	-0.714246	-0.608421	0.00E+00	0.00E+00	0.00E+00	-0.047306	-0.192645	2.478047	0.143364	0.882643	0.024248	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.599913	0.349334	0.243926	-0.121991	0.037475	-0.605721
YDL189W	0.336596	0.293872	0.295045	-0.091716	-0.404984	-0.395692	-0.056436	-0.168398	-0.063466	0.345541	-0.004152	0.301464	-1.186413	-0.495527	-0.61317	-0.608941	-0.592017	0.36434	0.514927	0.572384	1.007848	0.098355	0.157852	0.491498	-0.074768	-0.191426	-0.351472	1.071161	0.396201	0.121395	0.622244	0.061928	0.444037	-0.191625	-0.182239	0.203359	0.270648	-0.152578	0.163101	0.436099	0.393407	-0.236352	0.261775	-0.02148
YJL003W	0.249901	0.334069	0.432959	0.188072	0.016679	-0.148099	-0.307853	-0.134893	-0.301611	-0.405712	-0.288057	-0.74693	-0.40113	-0.459783	-0.247381	0.027612	-0.226509	0.274016	0.24174	-0.138064	0.070967	0.173954	-0.212774	0.230654	-0.120925	-0.346239	-0.249028	0.078003	0.128218	0.208179	0.225828	0.31946	0.40284	0.545341	0.297556	0.135183	0.459769	0.517109	0.522332	0.696395	0.622897	0.086898	0.185446	-0.073486
YMR302C	0.379493	0.403722	0.636409	-0.455679	-0.469485	-0.561879	0.00E+00	0.00E+00	0.00E+00	-0.36257	-1	-1.874469	0.086588	-1.065802	-1.397147	-0.552541	-0.415037	0.621488	0.415037	0.259387	1.212994	0.628031	-0.568284	0.082462	0.321928	0.06413	0.485427	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.540568	-0.678072	0.392317	0.964376	0.917538	0.708537	0.087463	-0.137504	0.819428
